Process,Burst Time,Arrival Time,Waiting Time,Turn Around Time
38,15,1,0,15
41,1,11,35,36
14,1,19,28,29
28,1,36,12,13
29,2,27,22,24
67,3,19,32,35
11,4,7,47,51
7,8,34,24,32
37,9,32,34,43
81,11,31,44,55
22,15,4,82,97
24,16,3,98,114
34,16,23,94,110
10,16,27,106,122
30,46,1,118,164
1,18,2,163,181
66,18,24,159,177
12,19,25,176,195
17,20,14,206,226
86,20,24,216,236
3,26,16,244,270
57,26,17,269,295
51,26,21,291,317
96,26,24,314,340
2,27,20,344,371
27,27,34,357,384
55,28,25,393,421
18,28,31,415,443
19,1,87,1115,1116
659,1,187,1016,1017
926,1,274,930,931
319,1,429,776,777
992,1,569,637,638
471,1,682,525,526
32,29,9,1171,1200
65,29,16,1165,1194
100,29,17,1165,1194
47,29,21,1162,1191
84,29,27,1157,1186
75,2,73,1140,1142
649,2,74,1141,1143
169,2,130,1087,1089
138,2,193,1026,1028
310,2,370,851,853
520,2,565,658,660
621,2,599,626,628
80,30,27,1172,1202
8,30,43,1158,1188
9,3,67,1164,1167
145,3,372,862,865
788,3,439,798,801
665,3,773,467,470
44,31,35,1180,1211
822,4,157,1089,1093
325,4,356,894,898
315,4,359,895,899
230,4,424,834,838
381,4,454,808,812
459,4,616,650,654
303,4,954,316,320
444,4,960,314,318
46,5,63,1215,1220
62,5,88,1195,1200
854,5,250,1038,1043
839,5,532,761,766
352,5,767,531,536
551,6,560,743,749
128,6,815,494,500
266,6,943,372,378
74,7,68,1253,1260
78,7,69,1259,1266
105,7,409,926,933
636,7,522,820,827
591,7,788,561,568
36,35,40,1288,1323
435,8,109,1254,1262
872,8,109,1262,1270
408,8,133,1246,1254
964,8,365,1022,1030
229,8,773,622,630
689,8,801,602,610
210,8,948,463,471
23,36,18,1373,1409
90,36,33,1366,1402
5,9,52,1383,1392
807,9,189,1255,1264
611,9,614,839,848
377,9,756,706,715
666,9,965,506,515
58,37,23,1429,1466
857,10,53,1436,1446
48,10,93,1406,1416
749,10,336,1173,1183
826,10,377,1142,1152
16,38,20,1481,1519
385,11,139,1400,1411
760,12,86,1464,1476
880,12,235,1327,1339
812,12,236,1338,1350
853,12,450,1136,1148
192,12,619,979,991
21,40,12,1570,1610
63,40,29,1565,1605
59,40,45,1561,1601
217,13,71,1575,1588
522,13,485,1174,1187
236,13,507,1165,1178
88,41,7,1650,1691
823,14,77,1621,1635
757,14,299,1413,1427
437,14,649,1077,1091
411,14,712,1028,1042
83,15,64,1690,1705
82,15,83,1686,1701
643,15,837,947,962
127,15,994,805,820
516,15,998,816,831
15,43,38,1763,1806
4,16,49,1795,1811
70,16,58,1802,1818
49,16,67,1809,1825
897,16,196,1696,1712
108,16,802,1106,1122
93,44,4,1892,1936
26,44,22,1890,1934
85,44,45,1883,1927
52,17,82,1890,1907
775,17,459,1530,1547
610,17,604,1402,1419
657,17,950,1073,1090
72,45,12,2000,2045
35,45,42,1987,2032
122,18,222,1852,1870
527,18,379,1713,1731
543,18,763,1347,1365
20,46,13,2087,2133
33,19,59,2087,2106
91,19,74,2091,2110
608,19,198,1986,2005
783,19,309,1894,1913
572,19,375,1847,1866
954,19,451,1790,1809
966,19,999,1261,1280
25,47,18,2233,2280
95,20,49,2249,2269
132,20,332,1986,2006
40,48,44,2266,2314
50,21,54,2304,2325
226,21,179,2200,2221
370,21,255,2145,2166
227,21,606,1815,1836
60,22,59,2383,2405
599,22,943,1521,1543
68,23,55,2431,2454
39,23,65,2444,2467
332,23,250,2282,2305
691,23,830,1725,1748
94,24,58,2520,2544
43,24,95,2507,2531
13,25,89,2537,2562
6,25,99,2552,2577
404,25,293,2383,2408
896,25,389,2312,2337
709,25,891,1835,1860
92,26,77,2674,2700
468,26,297,2480,2506
877,26,366,2437,2463
168,26,408,2421,2447
868,26,807,2048,2074
808,26,905,1976,2002
73,27,90,2817,2844
279,27,599,2335,2362
246,27,782,2179,2206
669,27,801,2187,2214
830,28,314,2701,2729
87,29,67,2976,3005
742,29,137,2935,2964
136,29,416,2685,2714
447,29,637,2493,2522
42,30,82,3077,3107
321,30,91,3098,3128
348,30,411,2808,2838
219,30,644,2605,2635
179,30,852,2427,2457
275,31,576,2733,2764
251,31,580,2760,2791
620,32,409,2962,2994
366,32,658,2745,2777
525,33,139,3296,3329
590,33,613,2855,2888
452,33,887,2614,2647
840,34,114,3420,3454
703,34,245,3323,3357
594,34,249,3353,3387
852,34,425,3211,3245
71,35,49,3621,3656
76,35,69,3636,3671
984,35,577,3163,3198
69,36,66,3709,3745
45,36,70,3741,3777
77,36,74,3773,3809
89,36,75,3808,3844
426,36,91,3828,3864
205,36,390,3565,3601
930,36,497,3494,3530
399,36,585,3442,3478
183,37,67,3996,4033
98,37,90,4010,4047
920,37,445,3692,3729
921,37,564,3610,3647
436,37,993,3218,3255
523,38,111,4137,4175
844,38,126,4160,4198
165,38,418,3906,3944
605,38,562,3800,3838
578,38,834,3566,3604
615,38,877,3561,3599
79,39,51,4425,4464
64,39,54,4461,4500
501,39,400,4154,4193
679,39,849,3744,3783
922,40,489,4143,4183
498,40,571,4101,4141
53,41,66,4646,4687
645,41,575,4178,4219
469,41,986,3808,3849
124,41,993,3842,3883
842,42,849,4027,4069
895,42,951,3967,4009
988,43,866,4094,4137
324,44,874,4129,4173
902,45,301,4746,4791
533,45,331,4761,4806
886,45,346,4791,4836
638,45,651,4531,4576
298,46,74,5153,5199
547,46,150,5123,5169
535,46,177,5142,5188
796,46,177,5188,5234
814,46,429,4982,5028
879,46,550,4907,4953
540,46,558,4945,4991
550,46,810,4739,4785
684,46,934,4661,4707
54,47,56,5585,5632
31,47,99,5589,5636
288,47,659,5076,5123
356,47,683,5099,5146
323,47,721,5108,5155
707,47,879,4997,5044
442,48,56,5867,5915
61,48,65,5906,5954
99,48,81,5938,5986
698,48,944,5123,5171
489,49,62,6053,6102
97,49,64,6100,6149
648,49,382,5831,5880
56,50,90,6172,6222
204,51,194,6118,6169
898,51,447,5916,5967
770,51,718,5696,5747
197,52,580,5885,5937
455,53,235,6282,6335
431,53,442,6128,6181
851,53,611,6012,6065
625,53,849,5827,5880
778,53,853,5876,5929
932,54,524,6258,6312
937,55,98,6738,6793
730,55,632,6259,6314
232,55,940,6006,6061
357,55,954,6047,6102
687,56,140,6916,6972
221,56,317,6795,6851
917,56,746,6422,6478
416,57,309,6915,6972
118,57,672,6609,6666
231,57,862,6476,6533
290,57,888,6507,6564
688,58,151,7301,7359
723,58,518,6992,7050
347,58,524,7044,7102
380,59,377,7249,7308
374,59,726,6959,7018
695,59,824,6920,6979
948,59,927,6876,6935
541,60,288,7574,7634
556,60,431,7491,7551
864,60,546,7436,7496
400,60,632,7410,7470
402,60,721,7381,7441
816,61,470,7692,7753
500,61,595,7628,7689
953,61,666,7618,7679
166,61,930,7415,7476
841,62,103,8303,8365
603,63,265,8203,8266
269,63,307,8224,8287
284,63,347,8247,8310
293,63,505,8152,8215
517,63,757,7963,8026
949,64,275,8508,8572
155,64,301,8546,8610
482,64,739,8172,8236
612,65,60,8915,8980
794,65,98,8942,9007
781,65,324,8781,8846
186,65,350,8820,8885
449,65,395,8840,8905
526,65,866,8434,8499
965,66,135,9230,9296
604,66,227,9204,9270
272,66,394,9103,9169
554,67,351,9212,9279
628,67,353,9277,9344
396,68,141,9556,9624
112,68,225,9540,9608
409,68,466,9367,9435
181,68,480,9421,9489
900,68,630,9339,9407
307,68,884,9153,9221
300,69,111,9994,10063
474,69,375,9799,9868
664,69,481,9762,9831
264,69,654,9658,9727
389,69,740,9641,9710
103,69,767,9683,9752
563,70,231,10288,10358
701,70,348,10241,10311
821,70,724,9935,10005
137,70,866,9863,9933
866,71,107,10692,10763
538,71,609,10261,10332
338,71,764,10177,10248
349,72,289,10723,10795
508,72,722,10362,10434
836,73,223,10933,11006
762,73,325,10904,10977
647,73,369,10933,11006
903,73,987,10388,10461
359,74,141,11307,11381
190,74,190,11332,11406
957,74,217,11379,11453
185,74,563,11107,11181
729,75,70,11674,11749
422,75,139,11680,11755
178,75,639,11255,11330
314,76,480,11489,11565
476,76,561,11484,11560
848,76,775,11346,11422
372,76,781,11416,11492
999,77,223,12050,12127
299,77,699,11651,11728
924,77,857,11570,11647
102,77,967,11537,11614
942,78,155,12426,12504
313,78,384,12275,12353
837,78,406,12331,12409
568,79,301,12514,12593
567,79,376,12518,12597
780,79,855,12118,12197
933,80,106,12946,13026
630,80,230,12902,12982
421,80,265,12947,13027
893,80,446,12846,12926
1000,80,671,12701,12781
309,80,759,12693,12773
106,80,826,12706,12786
609,80,975,12637,12717
968,81,354,13338,13419
346,81,427,13346,13427
626,81,860,12994,13075
470,81,948,12987,13068
295,82,643,13373,13455
745,82,996,13102,13184
998,84,906,13274,13358
832,85,314,13950,14035
845,85,680,13669,13754
368,86,693,13741,13827
970,86,813,13707,13793
717,87,70,14536,14623
116,87,620,14073,14160
375,88,58,14722,14810
943,88,344,14524,14612
509,88,478,14478,14566
247,88,881,14163,14251
326,88,917,14215,14303
673,88,962,14258,14346
159,89,985,14323,14412
616,90,431,14966,15056
884,90,923,14564,14654
682,91,116,15461,15552
774,91,507,15161,15252
927,92,341,15418,15510
593,92,513,15338,15430
486,92,544,15399,15491
182,92,865,15170,15262
699,92,999,15128,15220
362,93,357,15862,15955
735,93,429,15883,15976
789,93,495,15910,16003
919,93,600,15898,15991
117,93,861,15730,15823
916,94,109,16575,16669
395,94,400,16378,16472
656,94,412,16460,16554
909,94,631,16335,16429
950,95,223,16837,16932
199,95,248,16907,17002
119,96,224,17026,17122
650,96,707,16639,16735
585,97,319,17123,17220
154,97,343,17196,17293
164,97,839,16797,16894
705,98,375,17358,17456
584,98,667,17164,17262
596,98,716,17213,17311
559,98,965,17062,17160
328,98,994,17131,17229
353,99,475,17748,17847
566,99,851,17471,17570
134,100,299,18122,18222
925,100,545,17976,18076
245,100,618,18003,18103
773,100,840,17881,17981
731,101,196,18625,18726
195,101,669,18253,18354
904,102,311,18712,18814
555,102,624,18501,18603
537,103,116,19111,19214
129,103,317,19013,19116
855,103,714,18719,18822
663,104,211,19325,19429
392,104,331,19309,19413
286,104,774,18970,19074
955,104,795,19053,19157
294,104,950,19002,19106
834,104,973,19083,19187
302,105,782,19378,19483
405,105,994,19271,19376
793,106,266,20104,20210
979,106,465,20011,20117
360,106,481,20101,20207
539,107,67,20621,20728
238,107,206,20589,20696
850,107,469,20433,20540
384,108,352,20657,20765
858,108,849,20268,20376
577,110,70,21155,21265
510,110,206,21129,21239
281,110,240,21205,21315
358,110,617,20938,21048
502,111,106,21559,21670
451,111,314,21462,21573
644,111,478,21409,21520
739,111,739,21259,21370
975,112,599,21510,21622
619,113,714,21507,21620
882,113,738,21596,21709
125,113,924,21523,21636
177,114,257,22303,22417
748,114,812,21862,21976
973,115,419,22369,22484
285,115,454,22449,22564
849,116,88,22930,23046
460,116,124,23010,23126
329,116,386,22864,22980
936,116,574,22792,22908
747,116,577,22905,23021
485,117,656,22942,23059
336,119,340,23375,23494
982,119,366,23468,23587
759,119,857,23096,23215
335,121,152,23920,24041
248,121,903,23290,23411
746,123,418,23896,24019
833,124,209,24228,24352
147,124,936,23625,23749
632,125,161,24524,24649
800,125,991,23819,23944
734,126,416,24519,24645
843,126,683,24378,24504
153,127,352,24835,24962
677,127,359,24955,25082
607,127,362,25079,25206
496,127,623,24945,25072
726,129,311,25384,25513
971,129,902,24922,25051
410,129,946,25007,25136
623,130,63,26019,26149
674,130,280,25932,26062
534,130,708,25634,25764
343,130,797,25675,25805
874,130,871,25731,25861
809,132,60,26672,26804
629,132,135,26729,26861
367,132,254,26742,26874
289,132,949,26179,26311
552,133,227,27033,27166
417,133,239,27154,27287
817,133,277,27249,27382
790,133,334,27325,27458
244,133,453,27339,27472
776,133,863,27062,27195
120,133,882,27176,27309
351,134,263,27928,28062
580,134,476,27849,27983
627,134,492,27967,28101
243,134,597,27996,28130
752,134,686,28041,28175
378,134,727,28134,28268
878,134,730,28265,28399
978,134,785,28344,28478
740,134,839,28424,28558
947,135,142,29255,29390
634,135,164,29368,29503
135,135,354,29313,29448
891,135,563,29239,29374
532,135,568,29369,29504
161,135,964,29108,29243
952,136,193,30014,30150
5675,1,8002,87485,87486
7840,1,8073,87415,87416
2703,1,8180,87309,87310
2991,1,8433,87057,87058
3971,1,8458,87033,87034
6114,1,8509,86983,86984
2281,1,8539,86954,86955
3812,1,8597,86897,86898
3290,1,8621,86874,86875
8484,1,8733,86763,86764
7203,1,8762,86735,86736
9052,1,8908,86590,86591
6119,1,8918,86581,86582
7057,1,8964,86536,86537
2518,1,8985,86516,86517
8851,1,9042,86460,86461
6763,1,9076,86427,86428
8984,1,9166,86338,86339
3813,1,9235,86270,86271
4303,1,9406,86100,86101
9728,1,9591,85916,85917
4189,1,9663,85845,85846
9279,1,9715,85794,85795
2142,1,9717,85793,85794
2186,1,9825,85686,85687
4711,1,9912,85600,85601
786,137,170,95207,95344
795,137,534,94844,94981
257,137,745,94634,94771
123,137,999,94381,94518
8643,2,8002,87515,87517
6452,2,8022,87497,87499
8119,2,8027,87494,87496
9877,2,8074,87449,87451
9575,2,8133,87392,87394
4876,2,8194,87333,87335
5425,2,8233,87296,87298
1609,2,8328,87203,87205
2918,2,8438,87095,87097
4920,2,8586,86949,86951
9831,2,8633,86904,86906
7495,2,8844,86695,86697
3472,2,8877,86664,86666
3518,2,8892,86651,86653
2812,2,8936,86609,86611
3895,2,8970,86577,86579
9057,2,9134,86415,86417
6202,2,9236,86315,86317
5852,2,9268,86285,86287
6291,2,9281,86274,86276
7994,2,9282,86275,86277
9003,2,9283,86276,86278
9875,2,9424,86137,86139
8665,2,9455,86108,86110
4480,2,9462,86103,86105
4425,2,9474,86093,86095
3017,2,9478,86091,86093
8833,2,9565,86006,86008
4062,2,9579,85994,85996
9312,2,9601,85974,85976
9763,2,9683,85894,85896
6087,2,9717,85862,85864
6220,2,9719,85862,85864
1132,2,9728,85855,85857
8545,2,9734,85851,85853
3651,2,9795,85792,85794
2718,2,9876,85713,85715
5770,2,9894,85697,85699
149,138,290,95167,95305
974,138,702,94757,94895
2570,3,8035,87562,87565
6713,3,8048,87552,87555
9565,3,8111,87492,87495
9535,3,8178,87428,87431
8935,3,8215,87394,87397
4097,3,8254,87358,87361
7398,3,8356,87259,87262
4849,3,8473,87145,87148
6715,3,8548,87073,87076
9740,3,8555,87069,87072
6876,3,8593,87034,87037
9257,3,8602,87028,87031
6911,3,8641,86992,86995
6626,3,8665,86971,86974
7462,3,8725,86914,86917
3520,3,8787,86855,86858
6557,3,8804,86841,86844
1972,3,8810,86838,86841
6514,3,8946,86705,86708
5234,3,8970,86684,86687
8562,3,9028,86629,86632
1546,3,9138,86522,86525
1923,3,9142,86521,86524
9757,3,9273,86393,86396
4297,3,9319,86350,86353
4508,3,9335,86337,86340
9073,3,9347,86328,86331
2947,3,9354,86324,86327
5336,3,9375,86306,86309
1820,3,9503,86181,86184
5681,3,9538,86149,86152
2740,3,9554,86136,86139
2488,3,9763,85930,85933
7872,3,9769,85927,85930
9409,3,9800,85899,85902
5520,3,9923,85779,85782
7454,4,8014,87691,87695
4414,4,8050,87659,87663
7027,4,8102,87611,87615
4812,4,8118,87599,87603
8938,4,8189,87532,87536
6648,4,8208,87517,87521
6953,4,8220,87509,87513
4865,4,8238,87495,87499
1062,4,8244,87493,87497
4024,4,8416,87325,87329
2416,4,8452,87293,87297
8196,4,8546,87203,87207
9944,4,8561,87192,87196
7488,4,8621,87136,87140
3157,4,8639,87122,87126
9018,4,8676,87089,87093
8966,4,8710,87059,87063
8288,4,8739,87034,87038
2458,4,8878,86899,86903
4546,4,8879,86902,86906
5845,4,8887,86898,86902
5139,4,8896,86893,86897
4158,4,9240,86553,86557
4661,4,9318,86479,86483
9451,4,9457,86344,86348
2542,4,9509,86296,86300
9408,4,9541,86268,86272
9260,4,9629,86184,86188
9070,4,9657,86160,86164
2728,4,9666,86155,86159
7522,4,9666,86159,86163
6745,4,9669,86160,86164
3114,4,9684,86149,86153
5476,4,9692,86145,86149
2414,4,9695,86146,86150
7596,4,9708,86137,86141
4473,4,9760,86089,86093
9218,4,9762,86091,86095
3181,4,9778,86079,86083
1982,4,9808,86053,86057
5879,4,9853,86012,86016
9638,4,9956,85913,85917
9710,4,9973,85900,85904
960,140,630,95111,95251
582,140,945,94800,94940
3841,5,8068,87817,87822
8884,5,8075,87815,87820
9079,5,8085,87810,87815
4754,5,8243,87657,87662
1895,5,8339,87566,87571
2927,5,8345,87565,87570
2698,5,8399,87516,87521
9457,5,8479,87441,87446
7405,5,8566,87359,87364
2067,5,8574,87356,87361
9293,5,8609,87326,87331
1697,5,8730,87210,87215
4517,5,8760,87185,87190
4290,5,8834,87116,87121
9964,5,8911,87044,87049
1751,5,9052,86908,86913
5105,5,9112,86853,86858
3045,5,9148,86822,86827
3865,5,9153,86822,86827
5945,5,9278,86702,86707
2659,5,9424,86561,86566
4666,5,9460,86530,86535
6055,5,9486,86509,86514
4991,5,9514,86486,86491
5640,5,9566,86439,86444
4404,5,9636,86374,86379
2017,5,9797,86218,86223
3558,5,9839,86181,86186
545,141,377,95512,95653
1413,6,8023,88007,88013
1121,6,8074,87962,87968
8076,6,8082,87960,87966
9429,6,8084,87964,87970
5927,6,8244,87810,87816
1714,6,8269,87791,87797
2015,6,8425,87641,87647
6360,6,8464,87608,87614
4680,6,8488,87590,87596
7193,6,8673,87411,87417
1222,6,8753,87337,87343
9367,6,8781,87315,87321
2804,6,8805,87297,87303
7854,6,8808,87300,87306
2434,6,8831,87283,87289
7240,6,8902,87218,87224
8620,6,9221,86905,86911
7873,6,9233,86899,86905
3576,6,9367,86771,86777
4413,6,9496,86648,86654
5084,6,9553,86597,86603
5482,6,9659,86497,86503
4098,6,9687,86475,86481
8011,6,9748,86420,86426
9566,6,9794,86380,86386
9311,6,9891,86289,86295
4970,6,9931,86255,86261
271,142,188,95868,96010
131,142,645,95417,95559
660,142,810,95258,95400
4017,7,8116,88094,88101
1816,7,8145,88072,88079
3390,7,8203,88021,88028
9978,7,8226,88005,88012
9103,7,8261,87977,87984
1323,7,8339,87906,87913
8874,7,8357,87895,87902
8334,7,8421,87838,87845
6440,7,8464,87802,87809
2505,7,8505,87768,87775
2587,7,8531,87749,87756
7346,7,8545,87742,87749
5135,7,8581,87713,87720
3105,7,8710,87591,87598
9302,7,8773,87535,87542
1351,7,8868,87447,87454
4138,7,8988,87334,87341
8027,7,9266,87063,87070
2801,7,9353,86983,86990
1959,7,9354,86989,86996
4752,7,9356,86994,87001
8592,7,9472,86885,86892
1229,7,9508,86856,86863
7416,7,9819,86552,86559
7699,7,9852,86526,86533
6817,7,9967,86418,86425
4612,7,9985,86407,86414
121,143,72,96191,96334
670,143,577,95693,95836
507,143,654,95623,95766
458,143,716,95568,95711
5093,8,8031,88396,88404
6869,8,8033,88402,88410
2744,8,8066,88377,88385
4322,8,8128,88323,88331
7848,8,8203,88256,88264
3549,8,8254,88213,88221
6159,8,8353,88122,88130
2623,8,8360,88123,88131
9372,8,8398,88093,88101
1745,8,8577,87922,87930
7681,8,8612,87895,87903
6001,8,8615,87900,87908
9960,8,8691,87832,87840
4529,8,8825,87706,87714
4623,8,8929,87610,87618
7497,8,8935,87612,87620
7121,8,9051,87504,87512
4621,8,9149,87414,87422
5950,8,9322,87249,87257
3281,8,9339,87240,87248
7075,8,9339,87248,87256
2259,8,9385,87210,87218
2647,8,9436,87167,87175
2994,8,9516,87095,87103
8286,8,9614,87005,87013
9903,8,9718,86909,86917
5742,8,9797,86838,86846
2415,8,9875,86768,86776
2167,8,9896,86755,86763
7665,8,9896,86763,86771
2166,8,9950,86717,86725
473,144,409,96130,96274
9517,9,8044,88639,88648
2786,9,8086,88606,88615
5635,9,8249,88452,88461
8760,9,8255,88455,88464
5565,9,8291,88428,88437
7874,9,8354,88374,88383
7666,9,8417,88320,88329
9871,9,8583,88163,88172
9448,9,8616,88139,88148
9848,9,8736,88028,88037
8047,9,8848,87925,87934
2049,9,8932,87850,87859
2196,9,9138,87653,87662
4411,9,9217,87583,87592
4433,9,9223,87586,87595
9026,9,9268,87550,87559
9489,9,9275,87552,87561
2372,9,9281,87555,87564
1517,9,9348,87497,87506
7692,9,9352,87502,87511
8897,9,9460,87403,87412
9464,9,9534,87338,87347
7086,9,9625,87256,87265
9834,9,9653,87237,87246
9351,9,9676,87223,87232
6820,9,9723,87185,87194
8948,9,9763,87154,87163
8658,9,9855,87071,87080
9275,9,9890,87045,87054
5846,9,9891,87053,87062
1681,9,9967,86986,86995
477,145,56,96770,96915
365,145,382,96453,96598
553,145,407,96437,96582
706,145,430,96423,96568
737,145,742,96120,96265
575,145,795,96076,96221
2369,10,8118,88898,88908
8472,10,8147,88879,88889
3122,10,8172,88864,88874
3347,10,8204,88842,88852
6571,10,8221,88835,88845
7007,10,8230,88836,88846
7323,10,8401,88675,88685
3855,10,8460,88626,88636
7035,10,8469,88627,88637
4935,10,8549,88557,88567
6544,10,8732,88384,88394
7887,10,8739,88387,88397
1903,10,8760,88376,88386
2579,10,8771,88375,88385
1809,10,8867,88289,88299
1691,10,8877,88289,88299
9060,10,9023,88153,88163
4846,10,9083,88103,88113
6085,10,9093,88103,88113
2282,10,9118,88088,88098
9531,10,9267,87949,87959
5185,10,9299,87927,87937
1186,10,9389,87847,87857
1769,10,9390,87856,87866
1043,10,9463,87793,87803
1328,10,9527,87739,87749
3163,10,9610,87666,87676
8216,10,9741,87545,87555
8600,10,9741,87555,87565
1193,10,9768,87538,87548
3112,10,9890,87426,87436
1727,10,9903,87423,87433
562,146,117,97083,97229
718,146,254,96956,97102
109,146,410,96810,96956
142,146,523,96707,96853
867,146,603,96637,96783
158,146,742,96508,96654
913,146,911,96349,96495
7068,11,8105,89301,89312
8097,11,8150,89267,89278
7198,11,8195,89233,89244
6937,11,8262,89177,89188
9403,11,8389,89061,89072
5661,11,8649,88812,88823
4321,11,8653,88819,88830
6577,11,8744,88739,88750
5403,11,8786,88708,88719
7358,11,8851,88654,88665
4043,11,8854,88662,88673
3642,11,8863,88664,88675
1333,11,8874,88664,88675
2013,11,8975,88574,88585
2707,11,9074,88486,88497
3757,11,9156,88415,88426
7833,11,9179,88403,88414
6723,11,9192,88401,88412
3209,11,9257,88347,88358
2409,11,9316,88299,88310
1036,11,9345,88281,88292
3585,11,9355,88282,88293
8352,11,9443,88205,88216
9007,11,9447,88212,88223
7469,11,9496,88174,88185
1822,11,9580,88101,88112
7859,11,9701,87991,88002
4089,11,9714,87989,88000
7798,11,9715,87999,88010
2664,11,9878,87847,87858
3373,11,9935,87801,87812
676,147,677,96934,97081
754,147,849,96773,96920
7648,12,8010,89759,89771
7747,12,8030,89751,89763
8824,12,8087,89706,89718
7776,12,8185,89620,89632
8019,12,8186,89631,89643
2904,12,8409,89420,89432
5264,12,8432,89409,89421
8326,12,8488,89365,89377
6620,12,8503,89362,89374
9199,12,8527,89350,89362
9545,12,8531,89358,89370
6650,12,8576,89325,89337
4302,12,8592,89321,89333
3380,12,8680,89245,89257
9568,12,8752,89185,89197
4619,12,8780,89169,89181
2029,12,8782,89179,89191
1732,12,8823,89150,89162
4113,12,8848,89137,89149
4148,12,9055,88942,88954
3670,12,9115,88894,88906
2191,12,9219,88802,88814
2111,12,9276,88757,88769
5219,12,9292,88753,88765
4629,12,9314,88743,88755
3336,12,9334,88735,88747
1364,12,9466,88615,88627
8495,12,9520,88573,88585
1663,12,9555,88550,88562
5319,12,9568,88549,88561
9591,12,9597,88532,88544
9379,12,9731,88410,88422
8367,12,9755,88398,88410
2855,12,9756,88409,88421
5147,12,9782,88395,88407
9269,12,9790,88399,88411
5311,12,9810,88391,88403
1138,12,9852,88361,88373
7871,12,9897,88328,88340
2278,12,9933,88304,88316
8703,12,9992,88257,88269
912,148,50,98075,98223
424,148,85,98052,98200
262,148,346,97803,97951
827,148,430,97731,97879
6301,13,8026,90283,90296
4004,13,8061,90261,90274
2545,13,8095,90240,90253
5364,13,8291,90057,90070
1311,13,8331,90030,90043
4423,13,8523,89851,89864
7106,13,8525,89862,89875
7071,13,8560,89840,89853
9832,13,8606,89807,89820
8452,13,8667,89759,89772
8473,13,8737,89702,89715
9145,13,8830,89622,89635
7076,13,8864,89601,89614
8556,13,9047,89431,89444
8281,13,9056,89435,89448
6503,13,9209,89295,89308
6655,13,9264,89253,89266
2216,13,9269,89261,89274
1793,13,9436,89107,89120
3332,13,9548,89008,89021
5131,13,9709,88860,88873
2687,13,9756,88826,88839
9824,13,9809,88786,88799
6891,13,9865,88743,88756
2945,13,9920,88701,88714
8315,13,9950,88684,88697
601,149,270,98241,98390
958,149,330,98194,98343
944,149,722,97815,97964
383,149,770,97780,97929
2990,14,8004,90695,90709
7647,14,8392,90321,90335
1624,14,8632,90095,90109
1292,14,8684,90057,90071
1557,14,8706,90049,90063
3002,14,8736,90033,90047
8934,14,8761,90022,90036
2796,14,8882,89915,89929
6766,14,8905,89906,89920
5210,14,8918,89907,89921
6181,14,8954,89885,89899
6565,14,9258,89595,89609
5376,14,9259,89608,89622
2952,14,9324,89557,89571
7594,14,9390,89505,89519
5012,14,9432,89477,89491
6053,14,9434,89489,89503
9503,14,9517,89420,89434
7174,14,9549,89402,89416
6182,14,9556,89409,89423
3171,14,9574,89405,89419
8265,14,9655,89338,89352
1964,14,9843,89164,89178
4032,14,9958,89063,89077
7220,14,9969,89066,89080
595,150,154,98759,98909
908,150,221,98706,98856
428,150,689,98252,98402
819,150,895,98060,98210
5821,15,8009,91096,91111
2383,15,8035,91085,91100
4576,15,8084,91051,91066
1213,15,8132,91018,91033
6462,15,8157,91008,91023
3186,15,8294,90886,90901
3232,15,8345,90850,90865
9062,15,8419,90791,90806
1409,15,8424,90801,90816
4995,15,8482,90758,90773
9869,15,8487,90768,90783
1587,15,8510,90760,90775
7276,15,8734,90551,90566
1600,15,8854,90446,90461
7168,15,8928,90387,90402
8086,15,8943,90387,90402
7827,15,8968,90377,90392
1315,15,9020,90340,90355
