Process,Burst Time,Arrival Time,Waiting Time,Turn Around Time
7741,65,9269,185768,185833
7384,65,9312,185790,185855
9327,65,9320,185847,185912
9264,65,9377,185855,185920
9439,65,9411,185886,185951
9004,65,9586,185776,185841
4063,65,9787,185640,185705
3597,65,9872,185620,185685
3580,65,9922,185635,185700
2657,65,9964,185658,185723
4519,65,9989,185698,185763
782,285,231,195301,195586
448,285,425,195172,195457
201,285,886,194776,195061
5161,66,8094,187853,187919
6548,66,8105,187908,187974
5819,66,8313,187766,187832
3970,66,8339,187806,187872
8735,66,8412,187799,187865
1343,66,8434,187843,187909
2198,66,8466,187877,187943
3124,66,8543,187866,187932
6075,66,8554,187921,187987
3247,66,8570,187971,188037
3823,66,8735,187872,187938
5918,66,8735,187938,188004
9292,66,8857,187882,187948
5582,66,8951,187854,187920
6792,66,8969,187902,187968
6416,66,9007,187930,187996
6298,66,9125,187878,187944
4676,66,9187,187882,187948
6500,66,9235,187900,187966
1469,66,9252,187949,188015
1929,66,9368,187899,187965
2143,66,9501,187832,187898
6372,66,9576,187823,187889
9859,66,9586,187879,187945
7210,66,9592,187939,188005
1576,66,9730,187867,187933
6200,66,9739,187924,187990
6979,66,9813,187916,187982
1586,66,9838,187957,188023
9705,66,9912,187949,188015
9861,66,9921,188006,188072
259,286,278,197495,197781
518,286,346,197493,197779
1487,67,8028,190097,190164
6109,67,8133,190059,190126
7631,67,8201,190058,190125
8360,67,8303,190023,190090
3741,67,8314,190079,190146
7455,67,8366,190094,190161
3006,67,8556,189971,190038
6847,67,8577,190017,190084
4222,67,8683,189978,190045
6831,67,8692,190036,190103
6423,67,8715,190080,190147
1611,67,8730,190132,190199
2959,67,8733,190196,190263
1443,67,8740,190256,190323
8805,67,9038,190025,190092
2041,67,9250,189880,189947
8165,67,9264,189933,190000
6287,67,9289,189975,190042
3334,67,9296,190035,190102
1653,67,9400,189998,190065
6592,67,9469,189996,190063
2261,67,9505,190027,190094
9097,67,9562,190037,190104
7813,67,9587,190079,190146
5590,67,9890,189843,189910
4799,67,9957,189843,189910
207,287,64,199583,199870
318,287,492,199222,199509
472,287,712,199069,199356
784,287,900,198948,199235
2772,68,8088,192047,192115
2624,68,8130,192073,192141
1144,68,8197,192074,192142
9173,68,8288,192051,192119
8514,68,8428,191979,192047
7207,68,8439,192036,192104
3220,68,8641,191902,191970
6197,68,8811,191800,191868
6035,68,8977,191702,191770
3195,68,8999,191748,191816
5368,68,9183,191632,191700
7675,68,9200,191683,191751
5685,68,9210,191741,191809
6347,68,9275,191744,191812
2266,68,9296,191791,191859
7573,68,9335,191820,191888
7705,68,9350,191873,191941
8725,68,9411,191880,191948
8567,68,9422,191937,192005
9512,68,9523,191904,191972
1590,68,9676,191819,191887
5686,68,9775,191788,191856
3154,68,9824,191807,191875
7898,68,9846,191853,191921
1710,68,9936,191831,191899
163,288,136,201479,201767
694,288,294,201389,201677
423,288,597,201154,201442
6822,69,8055,193984,194053
3632,69,8070,194038,194107
7614,69,8077,194100,194169
1420,69,8144,194102,194171
8917,69,8204,194111,194180
2742,69,8306,194078,194147
6226,69,8347,194106,194175
5597,69,8451,194071,194140
5847,69,8491,194100,194169
1588,69,8609,194051,194120
8618,69,8703,194026,194095
5760,69,8769,194029,194098
1212,69,8816,194051,194120
3572,69,9067,193869,193938
9336,69,9068,193937,194006
3019,69,9141,193933,194002
3104,69,9182,193961,194030
3377,69,9365,193847,193916
1631,69,9375,193906,193975
5361,69,9486,193864,193933
1668,69,9637,193782,193851
5192,69,9736,193752,193821
2853,69,9743,193814,193883
8872,69,9865,193761,193830
8664,69,9878,193817,193886
6741,69,9885,193879,193948
658,289,698,202915,203204
8980,70,8102,195800,195870
9974,70,8117,195855,195925
5102,70,8444,195598,195668
7159,70,8585,195527,195597
2539,70,8592,195590,195660
5754,70,8623,195629,195699
2678,70,8628,195694,195764
7894,70,8628,195764,195834
8120,70,8630,195832,195902
3606,70,8650,195882,195952
5393,70,8687,195915,195985
7343,70,8803,195869,195939
4971,70,8966,195776,195846
8069,70,8987,195825,195895
7563,70,9074,195808,195878
8707,70,9088,195864,195934
9267,70,9250,195772,195842
2808,70,9274,195818,195888
5547,70,9342,195820,195890
9867,70,9488,195744,195814
2759,70,9535,195767,195837
9816,70,9550,195822,195892
8646,70,9553,195889,195959
4943,70,9640,195872,195942
7812,70,9673,195909,195979
3013,70,9682,195970,196040
2838,70,9694,196028,196098
7650,70,9698,196094,196164
8534,70,9832,196030,196100
8854,70,9836,196096,196166
5305,70,9897,196105,196175
6239,70,9972,196100,196170
6590,70,9999,196143,196213
126,290,73,205919,206209
671,290,628,205434,205724
427,290,938,205194,205484
3408,71,8020,198402,198473
8724,71,8127,198366,198437
7429,71,8162,198402,198473
7914,71,8183,198452,198523
7676,71,8202,198504,198575
2044,71,8204,198573,198644
7896,71,8204,198644,198715
9631,71,8247,198672,198743
5741,71,8248,198742,198813
9663,71,8255,198806,198877
6122,71,8381,198751,198822
5726,71,8461,198742,198813
3433,71,8545,198729,198800
5849,71,8628,198717,198788
1559,71,8731,198685,198756
4144,71,8755,198732,198803
1752,71,8766,198792,198863
8227,71,8796,198833,198904
2194,71,8866,198834,198905
7338,71,9044,198727,198798
3187,71,9061,198781,198852
4420,71,9156,198757,198828
7461,71,9187,198797,198868
7530,71,9221,198834,198905
5757,71,9353,198773,198844
9902,71,9356,198841,198912
9248,71,9434,198834,198905
9991,71,9438,198901,198972
4544,71,9463,198947,199018
9605,71,9475,199006,199077
5238,71,9494,199058,199129
5695,71,9528,199095,199166
2936,71,9588,199106,199177
3030,71,9695,199070,199141
1574,71,9850,198986,199057
5602,71,9905,199002,199073
5998,71,9930,199048,199119
767,291,122,208707,208998
156,291,972,207928,208219
4220,72,8084,201107,201179
3321,72,8109,201154,201226
3660,72,8161,201174,201246
6645,72,8170,201237,201309
5867,72,8212,201267,201339
6310,72,8290,201261,201333
6732,72,8328,201295,201367
5470,72,8349,201346,201418
5338,72,8467,201300,201372
5193,72,8594,201245,201317
3273,72,8910,201001,201073
7722,72,8953,201030,201102
3737,72,8956,201099,201171
5690,72,9011,201116,201188
7541,72,9017,201182,201254
6664,72,9026,201245,201317
2030,72,9064,201279,201351
7395,72,9089,201326,201398
8571,72,9182,201305,201377
2967,72,9193,201366,201438
8915,72,9198,201433,201505
8642,72,9222,201481,201553
6411,72,9223,201552,201624
5999,72,9230,201617,201689
3403,72,9242,201677,201749
6902,72,9480,201511,201583
9770,72,9522,201541,201613
4491,72,9552,201583,201655
1656,72,9653,201554,201626
5464,72,9683,201596,201668
5055,72,9750,201601,201673
4573,72,9805,201618,201690
4256,72,9862,201633,201705
5788,72,9917,201650,201722
5323,72,9942,201697,201769
935,292,147,211344,211636
333,292,288,211275,211567
565,292,618,211017,211309
174,292,636,211071,211363
371,292,673,211106,211398
8961,73,8087,203984,204057
6390,73,8217,203927,204000
4243,73,8220,203997,204070
8061,73,8242,204048,204121
8357,73,8298,204065,204138
2588,73,8341,204095,204168
6646,73,8411,204098,204171
7959,73,8458,204124,204197
5341,73,8467,204188,204261
8885,73,8567,204161,204234
9393,73,8640,204161,204234
9646,73,8688,204186,204259
3867,73,8696,204251,204324
5370,73,8807,204213,204286
3482,73,9005,204088,204161
2379,73,9011,204155,204228
9045,73,9022,204217,204290
7668,73,9024,204288,204361
2389,73,9080,204305,204378
2427,73,9083,204375,204448
4385,73,9086,204445,204518
1180,73,9151,204453,204526
1869,73,9222,204455,204528
4777,73,9325,204425,204498
9116,73,9352,204471,204544
6907,73,9358,204538,204611
9465,73,9387,204582,204655
7397,73,9460,204582,204655
9331,73,9648,204467,204540
4792,73,9760,204428,204501
9017,73,9774,204487,204560
7637,73,9931,204403,204476
5444,73,9977,204430,204503
316,293,78,214182,214475
491,293,527,213806,214099
614,293,868,213538,213831
3973,74,8165,206534,206608
2035,74,8173,206600,206674
2800,74,8219,206628,206702
5816,74,8283,206638,206712
2576,74,8410,206585,206659
7407,74,8412,206657,206731
1698,74,8467,206676,206750
2232,74,8747,206470,206544
4343,74,9044,206247,206321
9239,74,9212,206153,206227
5656,74,9219,206220,206294
6917,74,9352,206161,206235
3610,74,9368,206219,206293
6720,74,9438,206223,206297
4951,74,9596,206139,206213
3827,74,9670,206139,206213
3857,74,9705,206178,206252
3539,74,9720,206237,206311
4891,74,9751,206280,206354
1660,74,9768,206337,206411
3242,74,9914,206265,206339
6946,74,9937,206316,206390
6382,74,9951,206376,206450
2262,74,9954,206447,206521
5705,74,9954,206521,206595
1864,74,9997,206552,206626
589,294,196,216207,216501
429,294,383,216094,216388
892,294,547,216004,216298
524,294,661,215964,216258
911,294,752,215947,216241
686,294,954,215819,216113
549,294,989,215858,216152
9829,75,8059,209082,209157
3226,75,8081,209135,209210
4835,75,8184,209107,209182
8957,75,8265,209101,209176
1494,75,8281,209160,209235
8424,75,8296,209220,209295
5199,75,8345,209246,209321
5142,75,8377,209289,209364
1295,75,8429,209312,209387
8465,75,8482,209334,209409
4653,75,8512,209379,209454
5245,75,8672,209294,209369
3796,75,8709,209332,209407
5921,75,8813,209303,209378
5782,75,8824,209367,209442
4408,75,8826,209440,209515
4460,75,8995,209346,209421
3417,75,9107,209309,209384
5217,75,9140,209351,209426
5622,75,9242,209324,209399
6330,75,9282,209359,209434
5648,75,9433,209283,209358
7963,75,9442,209349,209424
1444,75,9530,209336,209411
5170,75,9565,209376,209451
3316,75,9602,209414,209489
7510,75,9893,209198,209273
3720,75,9926,209240,209315
6729,75,9970,209271,209346
200,295,133,218963,219258
322,295,420,218751,219046
3584,76,8033,211433,211509
2235,76,8093,211449,211525
5423,76,8127,211491,211567
8982,76,8133,211561,211637
8727,76,8166,211604,211680
6997,76,8213,211633,211709
3767,76,8237,211685,211761
8149,76,8427,211571,211647
7184,76,8709,211365,211441
8455,76,8746,211404,211480
5869,76,8749,211477,211553
1688,76,8827,211475,211551
5794,76,8856,211522,211598
4506,76,8938,211516,211592
5917,76,8971,211559,211635
4533,76,9087,211519,211595
9024,76,9182,211500,211576
5912,76,9202,211556,211632
1545,76,9245,211589,211665
9818,76,9289,211621,211697
2011,76,9309,211677,211753
4300,76,9316,211746,211822
4507,76,9377,211761,211837
7783,76,9381,211833,211909
2463,76,9431,211859,211935
4880,76,9481,211885,211961
5627,76,9593,211849,211925
5889,76,9955,211563,211639
4706,76,9967,211627,211703
320,296,730,220720,221016
5401,77,8042,213704,213781
5034,77,8094,213729,213806
6778,77,8142,213758,213835
8759,77,8162,213815,213892
8589,77,8205,213849,213926
6543,77,8207,213924,214001
4579,77,8291,213917,213994
9748,77,8391,213894,213971
1317,77,8418,213944,214021
7698,77,8439,214000,214077
9522,77,8509,214007,214084
3773,77,8515,214078,214155
4218,77,8566,214104,214181
4067,77,8571,214176,214253
6367,77,8791,214033,214110
8794,77,8859,214042,214119
9541,77,8930,214048,214125
9478,77,9219,213836,213913
1236,77,9298,213834,213911
3392,77,9338,213871,213948
1205,77,9351,213935,214012
1116,77,9374,213989,214066
3268,77,9609,213831,213908
4703,77,9849,213668,213745
5426,77,9942,213652,213729
818,297,442,223009,223306
831,297,523,223005,223302
139,297,706,222899,223196
490,297,733,222949,223246
4786,78,8074,215905,215983
4597,78,8149,215908,215986
4945,78,8151,215984,216062
5237,78,8207,216006,216084
8401,78,8207,216084,216162
7252,78,8210,216159,216237
1735,78,8251,216196,216274
8244,78,8301,216224,216302
9837,78,8313,216290,216368
7623,78,8391,216290,216368
7195,78,8484,216275,216353
4332,78,8546,216291,216369
6654,78,8752,216163,216241
7927,78,8767,216226,216304
8189,78,8771,216300,216378
4184,78,8810,216339,216417
1217,78,8852,216375,216453
7073,78,8865,216440,216518
6962,78,8868,216515,216593
4373,78,8966,216495,216573
4798,78,9153,216386,216464
8536,78,9185,216432,216510
3683,78,9398,216297,216375
9810,78,9495,216278,216356
9723,78,9497,216354,216432
7386,78,9613,216316,216394
6271,78,9617,216390,216468
6166,78,9625,216460,216538
7313,78,9729,216434,216512
9263,78,9821,216420,216498
1114,78,9822,216497,216575
6254,78,9872,216525,216603
5156,78,9931,216544,216622
923,298,218,226115,226413
206,298,348,226063,226361
722,298,532,225957,226255
570,298,808,225759,226057
8102,79,8052,218813,218892
7652,79,8110,218834,218913
3222,79,8235,218788,218867
6040,79,8258,218844,218923
9833,79,8408,218773,218852
6030,79,8472,218788,218867
7946,79,8512,218827,218906
4540,79,8792,218626,218705
7260,79,8793,218704,218783
9298,79,8806,218770,218849
9315,79,8864,218791,218870
4009,79,8888,218846,218925
9845,79,8899,218914,218993
2716,79,8909,218983,219062
4074,79,8924,219047,219126
9846,79,8933,219117,219196
6540,79,8990,219139,219218
2609,79,8992,219216,219295
5067,79,9196,219091,219170
5716,79,9208,219158,219237
3892,79,9360,219085,219164
4716,79,9547,218977,219056
4944,79,9708,218895,218974
6118,79,9742,218940,219019
2494,79,9871,218890,218969
7832,79,9897,218943,219022
4591,79,9985,218934,219013
675,299,109,228669,228968
457,299,748,228109,228408
220,299,921,228015,228314
2719,80,8030,221205,221285
2596,80,8057,221258,221338
7919,80,8181,221214,221294
6002,80,8268,221207,221287
3746,80,8358,221197,221277
2119,80,8367,221268,221348
4245,80,8433,221282,221362
3637,80,8466,221329,221409
7375,80,8474,221401,221481
9089,80,8487,221468,221548
2459,80,8501,221534,221614
1081,80,8796,221319,221399
8920,80,8848,221347,221427
1821,80,8974,221301,221381
8944,80,8988,221367,221447
7708,80,9107,221328,221408
4308,80,9306,221209,221289
1503,80,9347,221248,221328
8090,80,9347,221328,221408
3550,80,9468,221287,221367
9258,80,9495,221340,221420
6521,80,9509,221406,221486
9353,80,9543,221452,221532
8615,80,9606,221469,221549
6059,80,9776,221379,221459
6244,80,9810,221425,221505
3429,80,9822,221493,221573
198,300,392,230783,231083
769,300,435,230820,231120
287,300,690,230645,230945
847,300,744,230671,230971
479,300,809,230686,230986
9735,81,8016,223779,223860
1926,81,8055,223821,223902
9641,81,8085,223872,223953
6783,81,8098,223940,224021
2709,81,8103,224016,224097
8864,81,8114,224086,224167
4197,81,8217,224064,224145
6103,81,8660,223702,223783
4746,81,8665,223778,223859
8156,81,8670,223854,223935
9733,81,8699,223906,223987
3315,81,8708,223978,224059
6604,81,8823,223944,224025
5446,81,8859,223989,224070
6257,81,8876,224053,224134
3113,81,8883,224127,224208
7526,81,9013,224078,224159
5298,81,9022,224150,224231
4141,81,9089,224164,224245
6804,81,9173,224161,224242
2336,81,9191,224224,224305
3445,81,9209,224287,224368
2843,81,9297,224280,224361
9357,81,9353,224305,224386
1477,81,9363,224376,224457
6898,81,9479,224341,224422
6751,81,9550,224351,224432
1946,81,9617,224365,224446
6889,81,9622,224441,224522
4638,81,9689,224455,224536
2223,81,9867,224358,224439
4836,81,9872,224434,224515
7687,81,9908,224479,224560
8436,81,9981,224487,224568
1707,81,9996,224553,224634
9868,82,8023,226607,226689
6381,82,8109,226603,226685
5793,82,8118,226676,226758
4744,82,8191,226685,226767
8494,82,8254,226704,226786
7013,82,8282,226758,226840
9521,82,8376,226746,226828
4267,82,8407,226797,226879
6698,82,8438,226848,226930
4316,82,8469,226899,226981
8247,82,8471,226979,227061
3662,82,8494,227038,227120
8538,82,8655,226959,227041
2265,82,8689,227007,227089
8613,82,8718,227060,227142
5570,82,8764,227096,227178
3645,82,8766,227176,227258
9647,82,8839,227185,227267
1493,82,8918,227188,227270
3240,82,9076,227112,227194
6829,82,9168,227102,227184
9166,82,9219,227133,227215
6284,82,9271,227163,227245
1599,82,9376,227140,227222
6458,82,9638,226960,227042
5407,82,9882,226798,226880
8071,83,8021,228741,228824
9419,83,8053,228792,228875
9928,83,8087,228841,228924
7418,83,8135,228876,228959
9719,83,8139,228955,229038
5795,83,8178,228999,229082
6141,83,8190,229070,229153
9890,83,8263,229080,229163
1384,83,8425,229001,229084
4911,83,8473,229036,229119
4825,83,8515,229077,229160
5559,83,8579,229096,229179
2292,83,8584,229174,229257
1373,83,8588,229253,229336
5808,83,8754,229170,229253
8114,83,8916,229091,229174
5202,83,9007,229083,229166
7431,83,9042,229131,229214
2580,83,9076,229180,229263
5316,83,9218,229121,229204
1178,83,9381,229041,229124
6233,83,9448,229057,229140
1834,83,9601,228987,229070
8846,83,9687,228984,229067
7937,83,9800,228954,229037
9349,84,8012,230825,230909
6174,84,8028,230893,230977
2520,84,8115,230890,230974
5269,84,8154,230935,231019
4099,84,8219,230954,231038
2553,84,8239,231018,231102
2476,84,8242,231099,231183
3148,84,8244,231181,231265
7567,84,8330,231179,231263
9703,84,8363,231230,231314
7350,84,8385,231292,231376
4440,84,8484,231277,231361
8742,84,8539,231306,231390
4193,84,8576,231353,231437
5762,84,8599,231414,231498
8250,84,8628,231469,231553
8146,84,8791,231390,231474
1330,84,8820,231445,231529
8940,84,8929,231420,231504
4740,84,9000,231433,231517
4601,84,9017,231500,231584
3176,84,9129,231472,231556
9051,84,9184,231501,231585
8054,84,9242,231527,231611
8836,84,9309,231544,231628
1958,84,9325,231612,231696
3538,84,9361,231660,231744
1616,84,9425,231680,231764
2723,84,9556,231633,231717
4494,84,9630,231643,231727
5560,84,9671,231686,231770
9699,84,9738,231703,231787
3809,84,9783,231742,231826
5698,84,9824,231785,231869
2304,84,9832,231861,231945
5991,85,8096,233681,233766
5009,85,8098,233764,233849
6037,85,8193,233754,233839
1700,85,8239,233793,233878
6855,85,8350,233767,233852
6846,85,8506,233696,233781
3505,85,8602,233685,233770
1360,85,8624,233748,233833
4164,85,8634,233823,233908
6163,85,8924,233618,233703
8033,85,8961,233666,233751
5196,85,8980,233732,233817
3034,85,9359,233438,233523
7308,85,9601,233281,233366
5931,85,9654,233313,233398
8059,85,9674,233378,233463
8350,85,9749,233388,233473
6021,85,9930,233292,233377
9838,85,9951,233356,233441
4254,85,9965,233427,233512
5108,86,8046,235431,235517
5197,86,8136,235427,235513
1896,86,8190,235459,235545
5500,86,8268,235467,235553
3443,86,8291,235530,235616
6009,86,8296,235611,235697
5409,86,8304,235689,235775
6033,86,8308,235771,235857
1382,86,8333,235832,235918
1066,86,8345,235906,235992
1481,86,8354,235983,236069
3469,86,8393,236030,236116
5246,86,8420,236089,236175
3140,86,8461,236134,236220
8463,86,8714,235967,236053
8094,86,8861,235906,235992
4145,86,9051,235802,235888
3439,86,9058,235881,235967
2229,86,9262,235763,235849
8828,86,9275,235836,235922
3366,86,9282,235915,236001
1711,86,9308,235975,236061
9706,86,9345,236024,236110
3355,86,9744,235711,235797
5647,86,9814,235727,235813
8875,86,9841,235786,235872
4142,86,9923,235790,235876
4367,87,8076,237723,237810
2802,87,8158,237728,237815
2951,87,8213,237760,237847
7608,87,8290,237770,237857
1939,87,8318,237829,237916
5587,87,8328,237906,237993
5417,87,8390,237931,238018
6196,87,8397,238011,238098
2061,87,8439,238056,238143
4654,87,8476,238106,238193
3607,87,8507,238162,238249
4265,87,8512,238244,238331
8396,87,8567,238276,238363
9114,87,8636,238294,238381
8100,87,8680,238337,238424
2533,87,8884,238220,238307
3732,87,8886,238305,238392
3647,87,8899,238379,238466
5005,87,8902,238463,238550
3139,87,8917,238535,238622
6206,87,9051,238488,238575
2956,87,9177,238449,238536
9625,87,9333,238380,238467
2386,87,9361,238439,238526
4856,87,9398,238489,238576
6241,87,9422,238552,238639
7662,87,9506,238555,238642
6225,87,9520,238628,238715
1008,87,9557,238678,238765
1533,87,9665,238657,238744
8909,87,9668,238741,238828
6938,87,9676,238820,238907
3359,87,9698,238885,238972
5479,87,9829,238841,238928
8499,87,9838,238919,239006
5949,87,9840,239004,239091
5662,87,9902,239029,239116
3475,87,9906,239112,239199
5925,87,9945,239160,239247
3542,87,9976,239216,239303
9064,88,8012,241267,241355
1053,88,8070,241297,241385
1302,88,8088,241367,241455
6495,88,8115,241428,241516
9726,88,8177,241454,241542
6780,88,8232,241487,241575
5550,88,8434,241373,241461
5358,88,8467,241428,241516
6762,88,8489,241494,241582
1173,88,8707,241364,241452
7533,88,8772,241387,241475
1075,88,8899,241348,241436
6811,88,8906,241429,241517
5379,88,8932,241491,241579
3617,88,8991,241520,241608
8890,88,9058,241541,241629
6809,88,9097,241590,241678
4061,88,9107,241668,241756
7764,88,9126,241737,241825
9095,88,9126,241825,241913
3548,88,9186,241853,241941
2684,88,9318,241809,241897
9973,88,9342,241873,241961
9276,88,9491,241812,241900
1985,88,9612,241779,241867
1719,88,9676,241803,241891
4377,88,9730,241837,241925
6324,88,9851,241804,241892
9794,88,9878,241865,241953
1361,88,9897,241934,242022
6978,88,9954,241965,242053
5052,89,8042,243965,244054
8319,89,8153,243943,244032
2950,89,8442,243743,243832
7571,89,8572,243702,243791
2773,89,8612,243751,243840
2190,89,8680,243772,243861
5432,89,8709,243832,243921
6080,89,8927,243703,243792
8752,89,8940,243779,243868
8134,89,8949,243859,243948
2865,89,8955,243942,244031
5239,89,9054,243932,244021
9653,89,9119,243956,244045
7026,89,9253,243911,244000
8923,89,9300,243953,244042
7771,89,9333,244009,244098
4967,89,9379,244052,244141
9589,89,9458,244062,244151
4180,89,9568,244041,244130
4790,89,9589,244109,244198
1741,89,9596,244191,244280
7875,89,9623,244253,244342
1288,89,9767,244198,244287
4296,89,9864,244190,244279
9107,89,9890,244253,244342
5019,89,9994,244238,244327
2833,90,8173,246148,246238
7012,90,8189,246222,246312
6231,90,8254,246247,246337
4877,90,8410,246181,246271
8904,90,8525,246156,246246
1329,90,8584,246187,246277
5070,90,8782,246079,246169
7137,90,8783,246168,246258
3725,90,8786,246255,246345
4020,90,8870,246261,246351
9124,90,8962,246259,246349
3930,90,8982,246329,246419
2611,90,9079,246322,246412
1016,90,9161,246330,246420
2402,90,9295,246286,246376
3265,90,9339,246332,246422
9385,90,9653,246108,246198
2582,90,9666,246185,246275
3686,90,9693,246248,246338
1528,90,9831,246200,246290
2090,90,9888,246233,246323
7797,90,9945,246266,246356
2987,91,8022,248279,248370
4167,91,8094,248298,248389
4394,91,8115,248368,248459
1794,91,8291,248283,248374
2792,91,8343,248322,248413
7190,91,8344,248412,248503
1595,91,8366,248481,248572
7739,91,8491,248447,248538
8155,91,8515,248514,248605
5745,91,8562,248558,248649
6957,91,8571,248640,248731
5130,91,8656,248646,248737
8873,91,8876,248517,248608
1960,91,8893,248591,248682
3793,91,8910,248665,248756
9752,91,8961,248705,248796
7562,91,9033,248724,248815
7208,91,9072,248776,248867
7982,91,9085,248854,248945
7729,91,9125,248905,248996
1556,91,9215,248906,248997
8212,91,9426,248786,248877
4648,91,9451,248852,248943
3446,91,9554,248840,248931
9540,91,9557,248928,249019
6094,91,9633,248943,249034
4896,91,9872,248795,248886
4993,91,9976,248782,248873
3744,91,9995,248854,248945
2286,92,8068,250872,250964
2733,92,8184,250848,250940
6837,92,8190,250934,251026
6144,92,8294,250922,251014
8617,92,8414,250894,250986
2700,92,8550,250850,250942
2373,92,8633,250859,250951
5978,92,8760,250824,250916
7892,92,8835,250841,250933
3261,92,8843,250925,251017
4487,92,8917,250943,251035
2821,92,8966,250986,251078
5623,92,9112,250932,251024
4863,92,9232,250904,250996
3993,92,9336,250892,250984
4764,92,9340,250980,251072
8467,92,9420,250992,251084
1185,92,9507,250997,251089
7926,92,9757,250839,250931
5728,92,9837,250851,250943
4213,93,8093,252687,252780
7391,93,8115,252758,252851
2926,93,8128,252838,252931
3428,93,8168,252891,252984
4884,93,8228,252924,253017
3803,93,8292,252953,253046
4569,93,8302,253036,253129
5114,93,8357,253074,253167
8663,93,8360,253164,253257
2149,93,8419,253198,253291
4926,93,8477,253233,253326
7707,93,8483,253320,253413
1177,93,8573,253323,253416
2056,93,8590,253399,253492
1086,93,8658,253424,253517
8878,93,8659,253516,253609
6633,93,8678,253590,253683
9303,93,8813,253548,253641
1555,93,8921,253533,253626
2981,93,8981,253566,253659
3565,93,9047,253593,253686
9789,93,9109,253624,253717
3937,93,9131,253695,253788
9610,93,9142,253777,253870
7774,93,9146,253866,253959
7678,93,9185,253920,254013
3151,93,9438,253760,253853
7143,93,9487,253804,253897
1119,93,9543,253841,253934
2766,93,9564,253913,254006
5700,93,9576,253994,254087
4903,93,9724,253939,254032
5600,93,9749,254007,254100
7303,93,9752,254097,254190
6983,93,9829,254113,254206
7359,94,8011,256024,256118
6868,94,8088,256041,256135
8014,94,8209,256014,256108
9821,94,8226,256091,256185
9374,94,8308,256103,256197
9523,94,8343,256162,256256
1067,94,8356,256243,256337
7553,94,8429,256264,256358
4702,94,8450,256337,256431
1898,94,8480,256401,256495
6624,94,8492,256483,256577
5159,94,8510,256559,256653
1796,94,8535,256628,256722
3023,94,8539,256718,256812
3356,94,8569,256782,256876
6867,94,8652,256793,256887
1892,94,8731,256808,256902
1480,94,8751,256882,256976
6740,94,8751,256976,257070
4696,94,8767,257054,257148
6704,94,8778,257137,257231
8217,94,8785,257224,257318
8414,94,9020,257083,257177
6077,94,9054,257143,257237
3266,94,9236,257055,257149
7863,94,9274,257111,257205
9339,94,9368,257111,257205
9987,94,9372,257201,257295
3274,94,9423,257244,257338
9259,94,9473,257288,257382
7015,94,9513,257342,257436
4001,94,9542,257407,257501
2551,94,9551,257492,257586
8338,94,9573,257564,257658
8733,94,9666,257565,257659
6803,94,9774,257551,257645
4328,94,9844,257575,257669
9364,94,9981,257532,257626
7989,94,9990,257617,257711
7531,95,8004,259697,259792
3701,95,8086,259710,259805
9214,95,8119,259772,259867
8314,95,8167,259819,259914
7602,95,8227,259854,259949
3041,95,8295,259881,259976
1566,95,8396,259875,259970
3781,95,8466,259900,259995
2651,95,8492,259969,260064
5312,95,8537,260019,260114
9391,95,8600,260051,260146
4886,95,8636,260110,260205
9561,95,8676,260165,260260
3900,95,8769,260167,260262
2848,95,8782,260249,260344
2324,95,8799,260327,260422
8937,95,8820,260401,260496
